Course Code,Course Title,HEI Code,HEI,ISCED,R1 Points,Year
TU833,Construction Management,TU,Technological University Dublin,Architecture and construction,396,2021
TU834,Geographic Science,TU,Technological University Dublin,Architecture and construction,315,2021
TU835,Planning and Environmental Management,TU,Technological University Dublin,Architecture and construction,330,2021
TU836,Property Economics (Valuation Surveying),TU,Technological University Dublin,Architecture and construction,411,2021
TU837,Quantity Surveying and Construction Economics,TU,Technological University Dublin,Architecture and construction,413,2021
TU838,Sustainable Timber Technology,TU,Technological University Dublin,Environment,307,2021
TU851,"Analytical Chemistry (Environmental, Forensic and Pharmaceutical)",TU,Technological University Dublin,Environment,400,2021
TU852,Chemical Sciences with Medicinal Chemistry,TU,Technological University Dublin,Physical sciences,477,2021
TU854,Science (General Entry),TU,Technological University Dublin,Biological and related sciences,510,2021
TU855,Science with Nanotechnology,TU,Technological University Dublin,Physical sciences,322,2021
TU856,Computer Science,TU,Technological University Dublin,Information and Communication Technologies (ICTs),499,2021
TU857,Computer Science (Infrastructure),TU,Technological University Dublin,Information and Communication Technologies (ICTs),403,2021
TU858,Computer Science (International),TU,Technological University Dublin,Information and Communication Technologies (ICTs),395,2021
TU859,Computing,TU,Technological University Dublin,Information and Communication Technologies (ICTs),251,2021
TU860,Computing (Information Technology),TU,Technological University Dublin,Information and Communication Technologies (ICTs),270,2021
TU861,Computing with Language (French/German/Spanish),TU,Technological University Dublin,Information and Communication Technologies (ICTs),235,2021
TU862,Computing with Artificial Intelligence Machine Learning,TU,Technological University Dublin,Information and Communication Technologies (ICTs),262,2021
TU863,Digital Forensics and Cyber Security,TU,Technological University Dublin,Information and Communication Technologies (ICTs),282,2021
TU864,DNA and Forensic Analysis,TU,Technological University Dublin,Biological and related sciences,500,2021
TU865,Cloud Computing,TU,Technological University Dublin,Information and Communication Technologies (ICTs),235,2021
TU866,Biomedical and Molecular Diagnostics,TU,Technological University Dublin,Health,522,2021
TU867,Biomedical Science,TU,Technological University Dublin,Health,576,2021
TU868,Clinical Measurement Science,TU,Technological University Dublin,Health,542,2021
TU869,Environmental Health,TU,Technological University Dublin,Hygiene and occupational health services,387,2021
TU870,Human Nutrition and Dietetics,TU,Technological University Dublin,Health,601,2021
TU871,Optometry,TU,Technological University Dublin,Health,532,2021
TU872,Public Health Nutrition,TU,Technological University Dublin,Biological and related sciences,487,2021
TU874,Mathematical Sciences,TU,Technological University Dublin,Mathematics and statistics,294,2021
TU875,Pharmaceutical Healthcare,TU,Technological University Dublin,Biological and related sciences,451,2021
TU876,Pharmaceutical Science,TU,Technological University Dublin,Biological and related sciences,445,2021
TU877,Physics Technology,TU,Technological University Dublin,Physical sciences,314,2021
TU878,Physics with Energy and Environment,TU,Technological University Dublin,Physical sciences,339,2021
TU879,Physics with Medical Physics and Bioengineering,TU,Technological University Dublin,Health,346,2021
TU880,Physics with Data Science,TU,Technological University Dublin,Physical sciences,412,2021
TU881,Food Innovation,TU,Technological University Dublin,Manufacturing and processing,309,2021
TU882,Nutraceuticals in Health and Nutrition,TU,Technological University Dublin,Biological and related sciences,380,2021
TU902,Business (options),TU,Technological University Dublin,Business and administration,270,2021
TU903,Business and Management,TU,Technological University Dublin,Business and administration,477,2021
TU904,Business and Law,TU,Technological University Dublin,Business and administration,462,2021
TU905,Economics and Finance,TU,Technological University Dublin,Social and behavioural sciences,460,2021
TU906,Human Resource Management,TU,Technological University Dublin,Business and administration,386,2021
TU907,Logistics and Supply Chain Management,TU,Technological University Dublin,Business and administration,300,2021
TU910,Accounting,TU,Technological University Dublin,Business and administration,420,2021
TU912,Business Analytics,TU,Technological University Dublin,Information and Communication Technologies (ICTs),331,2021
TU914,Business Computing,TU,Technological University Dublin,Information and Communication Technologies (ICTs),322,2021
TU917,Law (LLB ) with a Language,TU,Technological University Dublin,Law,356,2021
TU918,Law (LLB),TU,Technological University Dublin,Law,463,2021
TU919,Advertising and Marketing Communications,TU,Technological University Dublin,Business and administration,219,2021
TU920,Digital Marketing,TU,Technological University Dublin,Business and administration,270,2021
TU921,Digital Marketing Technologies,TU,Technological University Dublin,Business and administration,230,2021
TU922,Marketing,TU,Technological University Dublin,Business and administration,412,2021
TU924,E-Commerce in Retailing,TU,Technological University Dublin,Business and administration,307,2021
TU925,Retail and Services Management,TU,Technological University Dublin,Business and administration,307,2021
TU932,Business (options),TU,Technological University Dublin,Business and administration,211,2021
TU933,Accounting and Finance (campus options),TU,Technological University Dublin,Business and administration,251,2021
TU935,Sports Management and Coaching,TU,Technological University Dublin,Personal services,300,2021
TU936,Sports Science and Health,TU,Technological University Dublin,Biological and related sciences,484,2021
TU941,Botanical Cuisine,TU,Technological University Dublin,Personal services,311,2021
TU942,Culinary Arts,TU,Technological University Dublin,Personal services,252,2021
TU943,Culinary Entrepreneurship,TU,Technological University Dublin,Personal services,261,2021
TU944,Culinary Science,TU,Technological University Dublin,Personal services,336,2021
TU951,International Hospitality and Tourism Management,TU,Technological University Dublin,Personal services,244,2021
TU952,International Hospitality Management,TU,Technological University Dublin,Personal services,309,2021
TU953,Tourism and Digital Marketing,TU,Technological University Dublin,Personal services,308,2021
TU954,Event Management,TU,Technological University Dublin,Personal services,326,2021
TU955,Sports and Leisure Management,TU,Technological University Dublin,Personal services,275,2021
TU961,Commercial Modern Music (BIMM - assessment/audition),TU,Technological University Dublin,Arts,536,2021
TU962,"Drama (Performance, audition)",TU,Technological University Dublin,Arts,448,2021
TU963,Music (audition),TU,Technological University Dublin,Arts,364,2021
TU965,International Business and Languages,TU,Technological University Dublin,Business and administration,357,2021
TU967,Languages and International Tourism,TU,Technological University Dublin,Arts,298,2021
TU973,Design - Visual Communication (portfolio),TU,Technological University Dublin,Arts,700,2021
TU974,Fine Art (portfolio),TU,Technological University Dublin,Arts,549,2021
TU975,Interior Design (portfolio),TU,Technological University Dublin,Arts,544,2021
TU976,Photography (portfolio),TU,Technological University Dublin,Arts,700,2021
TU978,Creative Industries and Visual Culture,TU,Technological University Dublin,Arts,299,2021
TU981,Creative Digital Media,TU,Technological University Dublin,Arts,280,2021
TU982,Media Production and Digital Arts,TU,Technological University Dublin,Arts,369,2021
TU983,Film and Broadcasting,TU,Technological University Dublin,Arts,462,2021
TU984,Game Design,TU,Technological University Dublin,Information and Communication Technologies (ICTs),414,2021
TU985,Journalism,TU,Technological University Dublin,Journalism and information,367,2021
TU989,Early Childhood Care and Education (campus options),TU,Technological University Dublin,Education,270,2021
TU991,Applied Social Studies in Social Care,TU,Technological University Dublin,Welfare,326,2021
TU992,Community Development and Youth Work,TU,Technological University Dublin,Social and behavioural sciences,251,2021
TU995,Early Childhood Education,TU,Technological University Dublin,Education,378,2021
TU996,Social Care,TU,Technological University Dublin,Social and behavioural sciences,407,2021
TU997,Applied Social Care,TU,Technological University Dublin,Welfare,320,2021
TR002,Music,TR,Trinity College Dublin,Arts,508,2021
TR003,History,TR,Trinity College Dublin,Humanities (except languages),552,2021
TR004,Law,TR,Trinity College Dublin,Law,590,2021
TR005,Philosophy,TR,Trinity College Dublin,Humanities (except languages),510,2021
TR006,Psychology,TR,Trinity College Dublin,Social and behavioural sciences,601,2021
TR007,Clinical Speech and Language Studies,TR,Trinity College Dublin,Health,564,2021
TR009,Music Education,TR,Trinity College Dublin,Education,496,2021
TR015,"Philosophy, Political Science, Economics and Sociology",TR,Trinity College Dublin,Social and behavioural sciences,613,2021
TR016,Deaf Studies,TR,Trinity College Dublin,Languages,389,2021
TR018,Law and French,TR,Trinity College Dublin,Law,602,2021
TR019,Law and German,TR,Trinity College Dublin,Law,577,2021
TR021,"Classics, Ancient History and Archaeology",TR,Trinity College Dublin,Humanities (except languages),467,2021
TR022,Early and Modern Irish,TR,Trinity College Dublin,Languages,377,2021
TR023,English Studies,TR,Trinity College Dublin,Languages,546,2021
TR024,European Studies,TR,Trinity College Dublin,Humanities (except languages),566,2021
TR025,Drama and Theatre Studies,TR,Trinity College Dublin,Arts,543,2021
TR028,Ancient and Medieval History and Culture,TR,Trinity College Dublin,Humanities (except languages),498,2021
TR031,Mathematics,TR,Trinity College Dublin,Mathematics and statistics,579,2021
TR032,Engineering,TR,Trinity College Dublin,Engineering and engineering trades,556,2021
TR033,Computer Science,TR,Trinity College Dublin,Information and Communication Technologies (ICTs),566,2021
TR034,Management Science and Information Systems Studies,TR,Trinity College Dublin,Business and administration,625,2021
TR035,Theoretical Physics,TR,Trinity College Dublin,Physical sciences,590,2021
TR038,Engineering with Management,TR,Trinity College Dublin,Engineering and engineering trades,589,2021
TR039,"Computer Science, Linguistics and a Language",TR,Trinity College Dublin,Information and Communication Technologies (ICTs),443,2021
TR040,Middle Eastern and European Languages and Cultures,TR,Trinity College Dublin,Languages,520,2021
TR041,Religion,TR,Trinity College Dublin,Humanities (except languages),417,2021
TR042,Film,TR,Trinity College Dublin,Arts,531,2021
TR043,History of Art and Architecture,TR,Trinity College Dublin,Humanities (except languages),498,2021
TR051,Medicine (HPAT required),TR,Trinity College Dublin,Health,743,2021
TR052,Dental Science,TR,Trinity College Dublin,Health,625,2021
TR053,Physiotherapy,TR,Trinity College Dublin,Health,590,2021
TR054,Occupational Therapy,TR,Trinity College Dublin,Health,578,2021
TR055,Radiation Therapy,TR,Trinity College Dublin,Health,577,2021
TR056,Human Health and Disease,TR,Trinity College Dublin,Health,601,2021
TR060,Biological and Biomedical Sciences,TR,Trinity College Dublin,Biological and related sciences,578,2021
TR061,Chemical Sciences,TR,Trinity College Dublin,Physical sciences,558,2021
TR062,Geography and Geoscience,TR,Trinity College Dublin,Physical sciences,495,2021
TR063,Physical Sciences,TR,Trinity College Dublin,Physical sciences,554,2021
TR064,Environmental Science and Engineering,TR,Trinity College Dublin,Environment,555,2021
TR072,Pharmacy,TR,Trinity College Dublin,Health,613,2021
TR080,Global Business,TR,Trinity College Dublin,Business and administration,613,2021
TR081,"Business, Economic and Social Studies (BESS)",TR,Trinity College Dublin,Social and behavioural sciences,577,2021
TR084,Social Studies (Social Work),TR,Trinity College Dublin,Welfare,497,2021
TR085,Business Studies and French,TR,Trinity College Dublin,Business and administration,564,2021
TR086,Business Studies and German,TR,Trinity College Dublin,Business and administration,530,2021
TR087,Business Studies and Russian,TR,Trinity College Dublin,Business and administration,487,2021
TR089,Business Studies and Polish,TR,Trinity College Dublin,Business and administration,391,2021
TR090,Business Studies and Spanish,TR,Trinity College Dublin,Business and administration,566,2021
TR091,General Nursing (Meath and St James`s),TR,Trinity College Dublin,Health,462,2021
TR093,General Nursing (Adelaide School of Nursing),TR,Trinity College Dublin,Health,473,2021
TR095,Mental Health Nursing,TR,Trinity College Dublin,Health,442,2021
TR097,Intellectual Disability Nursing,TR,Trinity College Dublin,Health,412,2021
TR111,Ancient History and Archaeology/Geography,TR,Trinity College Dublin,Arts,496,2021
TR112,Ancient History and Archaeology/History,TR,Trinity College Dublin,Arts,577,2021
TR113,Ancient History and Archaeology/History of Art and Architecture,TR,Trinity College Dublin,Arts,528,2021
TR114,Ancient History and Archaeology/Modern Language,TR,Trinity College Dublin,Arts,507,2021
TR117,Ancient History and Archaeology/Religion,TR,Trinity College Dublin,Arts,494,2021
TR166,Classical Civilisation/English Literature,TR,Trinity College Dublin,Arts,552,2021
TR173,Classical Civilisation/History of Art and Architecture,TR,Trinity College Dublin,Arts,420,2021
TR177,Classical Civilisation/Modern Language,TR,Trinity College Dublin,Arts,484,2021
TR179,Classical Civilisation/Philosophy,TR,Trinity College Dublin,Arts,508,2021
TR188,Computer Science/Business Studies,TR,Trinity College Dublin,Information and Communication Technologies (ICTs),584,2021
TR198,Economics/Geography,TR,Trinity College Dublin,Arts,968,2021
TR202,Economics/History,TR,Trinity College Dublin,Arts,601,2021
TR207,Economics/Mathematics,TR,Trinity College Dublin,Arts,613,2021
TR208,Economics/Modern Language,TR,Trinity College Dublin,Arts,589,2021
TR209,Economics/Philosophy,TR,Trinity College Dublin,Arts,588,2021
TR212,Economics/Sociology,TR,Trinity College Dublin,Arts,589,2021
TR214,Social Policy/Economics,TR,Trinity College Dublin,Social and behavioural sciences,611,2021
TR228,Classical Languages/English Literature,TR,Trinity College Dublin,Arts,555,2021
TR230,Classical Languages/Linguistics,TR,Trinity College Dublin,Interdisciplinary programmes and qualifications involving arts and humanities,501,2021
TR231,Classical Languages/History of Art and Architecture,TR,Trinity College Dublin,Interdisciplinary programmes and qualifications involving arts and humanities,613,2021
TR233,"Classical Languages/Middle Eastern,Jewish and Islamic Civilisations",TR,Trinity College Dublin,Interdisciplinary programmes and qualifications involving arts and humanities,583,2021
TR239,Classical Languages/Modern Language,TR,Trinity College Dublin,Arts,543,2021
TR240,Computer Science/Geography,TR,Trinity College Dublin,Information and Communication Technologies (ICTs),482,2021
TR241,Computer Science/Linguistics,TR,Trinity College Dublin,Information and Communication Technologies (ICTs),495,2021
TR262,English Literature/History,TR,Trinity College Dublin,Arts,576,2021
TR263,English Literature/History of Art and Architecture,TR,Trinity College Dublin,Arts,571,2021
TR269,English Literature/Philosophy,TR,Trinity College Dublin,Arts,555,2021
TR272,English Literature/Sociology,TR,Trinity College Dublin,Arts,553,2021
TR276,English Literature/Drama Studies,TR,Trinity College Dublin,Arts,555,2021
TR277,English Literature/Modern Language,TR,Trinity College Dublin,Arts,554,2021
TR311,Film/Drama Studies,TR,Trinity College Dublin,Arts,578,2021
TR312,Film/English Literature,TR,Trinity College Dublin,Arts,576,2021
TR320,Film/Music,TR,Trinity College Dublin,Arts,584,2021
TR322,Geography/History,TR,Trinity College Dublin,Arts,578,2021
TR323,Drama Studies/Modern Language,TR,Trinity College Dublin,Arts,495,2021
TR324,Film/Modern Language,TR,Trinity College Dublin,Arts,577,2021
TR325,Film/History,TR,Trinity College Dublin,Arts,578,2021
TR326,Geography/Modern Language,TR,Trinity College Dublin,Arts,451,2021
TR328,Political Science/Geography,TR,Trinity College Dublin,Social and behavioural sciences,564,2021
TR332,Geography/Sociology,TR,Trinity College Dublin,Arts,522,2021
TR443,History/History of Art and Architecture,TR,Trinity College Dublin,Arts,581,2021
TR447,History/Modern Language,TR,Trinity College Dublin,Arts,576,2021
TR449,History/Philosophy,TR,Trinity College Dublin,Arts,579,2021
TR455,History of Art and Architecture/Modern Language,TR,Trinity College Dublin,Arts,451,2021
TR457,History/Political Science,TR,Trinity College Dublin,Social and behavioural sciences,576,2021
TR479,History of Art and Architecture/Philosophy,TR,Trinity College Dublin,Arts,509,2021
TR482,Sociology/History of Art and Architecture,TR,Trinity College Dublin,Social and behavioural sciences,522,2021
TR547,"Middle Eastern,Jewish and Islamic Civ./Ancient History and Archaeology",TR,Trinity College Dublin,Arts,543,2021
TR548,"Middle Eastern,Jewish and Islamic Civilisations/Classical Civilisation",TR,Trinity College Dublin,Arts,544,2021
TR554,"Middle Eastern,Jewish and Islamic Civilisations/History",TR,Trinity College Dublin,Arts,576,2021
TR563,"Middle Eastern,Jewish and Islamic Civilisations/Modern Language",TR,Trinity College Dublin,Arts,590,2021
TR565,"Middle Eastern,Jewish and Islamic Civilisations/Religion",TR,Trinity College Dublin,Arts,999,2021
TR580,Business Studies/Law,TR,Trinity College Dublin,Business and administration,625,2021
TR581,History/Law,TR,Trinity College Dublin,Arts,625,2021
TR582,Political Science/Law,TR,Trinity College Dublin,Social and behavioural sciences,625,2021
TR588,Linguistics/Modern Language,TR,Trinity College Dublin,Arts,456,2021
TR589,Linguistics/Philosophy,TR,Trinity College Dublin,Arts,520,2021
TR592,"Sociology/Middle Eastern,Jewish and Islamic Civilisations",TR,Trinity College Dublin,Social and behavioural sciences,531,2021
TR597,Mathematics/Modern Language,TR,Trinity College Dublin,Arts,613,2021
TR598,Mathematics/Music,TR,Trinity College Dublin,Arts,625,2021
TR599,Mathematics/Philosophy,TR,Trinity College Dublin,Arts,625,2021
TR629,Music/Philosophy,TR,Trinity College Dublin,Arts,533,2021
TR635,Music/Drama Studies,TR,Trinity College Dublin,Arts,532,2021
TR636,Music/Modern Language,TR,Trinity College Dublin,Arts,530,2021
TR639,Philosophy/Modern Language,TR,Trinity College Dublin,Arts,520,2021
TR662,Philosophy/Sociology,TR,Trinity College Dublin,Arts,531,2021
TR663,Religion/Classical Civilisation,TR,Trinity College Dublin,Arts,418,2021
TR664,Religion/English Literature,TR,Trinity College Dublin,Arts,968,2021
TR665,Religion/History of Art and Architecture,TR,Trinity College Dublin,Arts,369,2021
TR667,French/Modern Language,TR,Trinity College Dublin,Arts,466,2021
TR668,German/Modern Language,TR,Trinity College Dublin,Arts,441,2021
TR669,Irish/Modern Language,TR,Trinity College Dublin,Arts,464,2021
TR670,Italian/Modern Language,TR,Trinity College Dublin,Arts,462,2021
TR671,Russian/Modern Language,TR,Trinity College Dublin,Arts,501,2021
TR672,Spanish/Modern Language,TR,Trinity College Dublin,Arts,486,2021
TR756,Sociology/Modern Language,TR,Trinity College Dublin,Arts,522,2021
TR757,Modern Language/Social Policy,TR,Trinity College Dublin,Social and behavioural sciences,555,2021
TR758,Social Policy/Political Science,TR,Trinity College Dublin,Social and behavioural sciences,566,2021
TR759,Sociology/Social Policy,TR,Trinity College Dublin,Social and behavioural sciences,554,2021
TR911,Children`s and General Nursing (Integrated),TR,Trinity College Dublin,Health,531,2021
TR913,Midwifery,TR,Trinity College Dublin,Health,521,2021
DN100,Architecture,DN,University College Dublin (NUI),Architecture and construction,555,2021
DN120,Landscape Architecture,DN,University College Dublin (NUI),Architecture and construction,463,2021
DN130,City Planning and Environmental Policy,DN,University College Dublin (NUI),Architecture and construction,445,2021
DN150,Engineering (Common Entry),DN,University College Dublin (NUI),Engineering and engineering trades,565,2021
DN200,Science (options),DN,University College Dublin (NUI),"Interdisciplinary programmes and qualifications involving natural sciences, Mathematics and statistics",577,2021
DN201,Computer Science (Common Entry),DN,University College Dublin (NUI),Information and Communication Technologies (ICTs),554,2021
DN230,Actuarial and Financial Studies,DN,University College Dublin (NUI),Mathematics and statistics,613,2021
DN240,Sustainability,DN,University College Dublin (NUI),Environment,510,2021
DN250,Agricultural Science (options),DN,University College Dublin (NUI),"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",454,2021
DN261,Food Science,DN,University College Dublin (NUI),Agriculture,531,2021
DN262,Human Nutrition,DN,University College Dublin (NUI),Health,566,2021
DN300,Veterinary Medicine - Undergraduate Entry,DN,University College Dublin (NUI),Veterinary,601,2021
DN301,Veterinary Medicine - Graduate Entry (GAMSAT required),DN,University College Dublin (NUI),Veterinary,#,2021
DN310,Veterinary Nursing,DN,University College Dublin (NUI),Veterinary,521,2021
DN400,Medicine - Undergraduate Entry (HPAT required),DN,University College Dublin (NUI),Health,743,2021
DN401,Medicine - Graduate Entry (GAMSAT required),DN,University College Dublin (NUI),Health,61,2021
DN410,Radiography,DN,University College Dublin (NUI),Health,566,2021
DN411,Radiography - Graduate Entry,DN,University College Dublin (NUI),Health,#,2021
DN420,Physiotherapy,DN,University College Dublin (NUI),Health,601,2021
DN425,Health and Performance Science,DN,University College Dublin (NUI),Health,544,2021
DN430,Sport and Exercise Management,DN,University College Dublin (NUI),Business and administration,484,2021
DN440,"Biomedical, Health and Life Sciences",DN,University College Dublin (NUI),Biological and related sciences,613,2021
DN450,General Nursing,DN,University College Dublin (NUI),Health,462,2021
DN451,Children`s and General Nursing (Integrated),DN,University College Dublin (NUI),Health,533,2021
DN452,Midwifery,DN,University College Dublin (NUI),Health,510,2021
DN453,Mental Health Nursing,DN,University College Dublin (NUI),Health,442,2021
DN520,Joint Honours (options),DN,University College Dublin (NUI),Arts,381,2021
DN530,Humanities (options),DN,University College Dublin (NUI),Humanities (except languages),397,2021
DN541,Modern Languages (options),DN,University College Dublin (NUI),Languages,320,2021
DN600,Law (options),DN,University College Dublin (NUI),Law,576,2021
DN610,Business and Law,DN,University College Dublin (NUI),Business and administration,573,2021
DN650,Commerce,DN,University College Dublin (NUI),Business and administration,555,2021
DN660,Commerce International (options),DN,University College Dublin (NUI),Business and administration,555,2021
DN670,Economics and Finance,DN,University College Dublin (NUI),Business and administration,625,2021
DN700,Social Sciences (options),DN,University College Dublin (NUI),Social and behavioural sciences,475,2021
DN710,Economics,DN,University College Dublin (NUI),Social and behavioural sciences,534,2021
DN720,Psychology,DN,University College Dublin (NUI),Social and behavioural sciences,566,2021
DN750,Social Policy and Sociology,DN,University College Dublin (NUI),Social and behavioural sciences,421,2021
DK810,Accounting and Finance,DK,Dundalk Institute of Technology,Business and administration,307,2021
DK816,Business Studies,DK,Dundalk Institute of Technology,Business and administration,301,2021
DK820,Computing in Games Development,DK,Dundalk Institute of Technology,Information and Communication Technologies (ICTs),309,2021
DK821,Computing in Software Development,DK,Dundalk Institute of Technology,Information and Communication Technologies (ICTs),320,2021
DK822,Augmented and Virtual Reality,DK,Dundalk Institute of Technology,Information and Communication Technologies (ICTs),320,2021
DK830,Building Surveying,DK,Dundalk Institute of Technology,Architecture and construction,305,2021
DK831,Architectural Technology,DK,Dundalk Institute of Technology,Architecture and construction,368,2021
DK832,Construction Management,DK,Dundalk Institute of Technology,Architecture and construction,358,2021
DK843,Engineering (Common Entry),DK,Dundalk Institute of Technology,Engineering and engineering trades,404,2021
DK844,Mechanical Engineering,DK,Dundalk Institute of Technology,Engineering and engineering trades,336,2021
DK845,Electrical and Electronic Engineering,DK,Dundalk Institute of Technology,Engineering and engineering trades,331,2021
DK846,Civil Engineering,DK,Dundalk Institute of Technology,Architecture and construction,371,2021
DK850,International Tourism Management,DK,Dundalk Institute of Technology,Personal services,303,2021
DK861,Arts,DK,Dundalk Institute of Technology,Social and behavioural sciences,302,2021
DK862,Social Care,DK,Dundalk Institute of Technology,Welfare,322,2021
DK863,Creative Media,DK,Dundalk Institute of Technology,Arts,336,2021
DK864,Film and Television Production,DK,Dundalk Institute of Technology,Arts,308,2021
DK865,Audio and Music Production,DK,Dundalk Institute of Technology,Arts,352,2021
DK870,General Nursing,DK,Dundalk Institute of Technology,Health,440,2021
DK872,Intellectual Disability Nursing,DK,Dundalk Institute of Technology,Health,367,2021
DK874,Mental Health Nursing,DK,Dundalk Institute of Technology,Health,398,2021
DK876,Early Childhood Studies,DK,Dundalk Institute of Technology,Welfare,300,2021
DK877,Midwifery,DK,Dundalk Institute of Technology,Health,482,2021
DK880,Health and Physical Activity,DK,Dundalk Institute of Technology,Health,301,2021
DK882,Agriculture (Award options),DK,Dundalk Institute of Technology,"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",342,2021
DK883,Science (Award options),DK,Dundalk Institute of Technology,"Interdisciplinary programmes and qualifications involving natural sciences, Mathematics and statistics",373,2021
DK884,Sustainable Agriculture,DK,Dundalk Institute of Technology,Agriculture,348,2021
DK886,Biopharmaceutical Science,DK,Dundalk Institute of Technology,Manufacturing and processing,379,2021
DK887,Environmental Science,DK,Dundalk Institute of Technology,Environment,377,2021
GA181,Accounting,GA,Galway-Mayo Institute of Technology,Business and administration,303,2021
GA182,Business,GA,Galway-Mayo Institute of Technology,Business and administration,285,2021
GA183,Business Information Systems,GA,Galway-Mayo Institute of Technology,Information and Communication Technologies (ICTs),298,2021
GA184,Marketing and Sales,GA,Galway-Mayo Institute of Technology,Business and administration,300,2021
GA185,Finance and Economics,GA,Galway-Mayo Institute of Technology,Business and administration,318,2021
GA186,Business with Entrepreneurship,GA,Galway-Mayo Institute of Technology,Business and administration,287,2021
GA187,Rural Enterprise and Agri-Business,GA,Galway-Mayo Institute of Technology,Agriculture,291,2021
GA281,Film and Documentary,GA,Galway-Mayo Institute of Technology,Arts,310,2021
GA282,Heritage Studies,GA,Galway-Mayo Institute of Technology,Social and behavioural sciences,252,2021
GA283,Contemporary Art (portfolio),GA,Galway-Mayo Institute of Technology,Arts,790,2021
GA284,Design,GA,Galway-Mayo Institute of Technology,Arts,331,2021
GA285,"Education (Art, Design and Graphics)",GA,Galway-Mayo Institute of Technology,Education,406,2021
GA380,International Hotel Management,GA,Galway-Mayo Institute of Technology,Personal services,218,2021
GA381,International Tourism Management,GA,Galway-Mayo Institute of Technology,Personal services,252,2021
GA382,Culinary and Gastronomic Science,GA,Galway-Mayo Institute of Technology,Manufacturing and processing,235,2021
GA384,Event Management with Public Relations,GA,Galway-Mayo Institute of Technology,Personal services,230,2021
GA480,Construction Management,GA,Galway-Mayo Institute of Technology,Architecture and construction,302,2021
GA482,Quantity Surveying and Construction Economics,GA,Galway-Mayo Institute of Technology,Architecture and construction,304,2021
GA483,Architectural Technology,GA,Galway-Mayo Institute of Technology,Architecture and construction,281,2021
GA484,Civil Engineering,GA,Galway-Mayo Institute of Technology,Architecture and construction,377,2021
GA580,Software and Electronic Engineering,GA,Galway-Mayo Institute of Technology,Engineering and engineering trades,300,2021
GA680,Mechanical Engineering,GA,Galway-Mayo Institute of Technology,Engineering and engineering trades,400,2021
GA681,Energy Engineering,GA,Galway-Mayo Institute of Technology,Engineering and engineering trades,312,2021
GA682,Biomedical Engineering,GA,Galway-Mayo Institute of Technology,Engineering and engineering trades,331,2021
GA683,Agricultural Engineering,GA,Galway-Mayo Institute of Technology,Engineering and engineering trades,304,2021
GA684,Engineering Common Entry to Manu/Agri/Biomed/Energy/Mech Eng,GA,Galway-Mayo Institute of Technology,Engineering and engineering trades,413,2021
GA685,Manufacturing Engineering Design,GA,Galway-Mayo Institute of Technology,Manufacturing and processing,336,2021
GA780,Applied Freshwater and Marine Biology,GA,Galway-Mayo Institute of Technology,Biological and related sciences,366,2021
GA781,Applied Biology and Biopharmaceutical Science,GA,Galway-Mayo Institute of Technology,Biological and related sciences,381,2021
GA782,Chemical and Pharmaceutical Science,GA,Galway-Mayo Institute of Technology,Environment,356,2021
GA783,Physics and Instrumentation,GA,Galway-Mayo Institute of Technology,Physical sciences,301,2021
GA784,Science (Undenominated),GA,Galway-Mayo Institute of Technology,Biological and related sciences,445,2021
GA785,Medical Science,GA,Galway-Mayo Institute of Technology,Health,517,2021
GA786,Forensic Science and Analysis,GA,Galway-Mayo Institute of Technology,Physical sciences,408,2021
GA787,Computing in Software Development,GA,Galway-Mayo Institute of Technology,Information and Communication Technologies (ICTs),310,2021
GA788,Computing and Digital Media,GA,Galway-Mayo Institute of Technology,Information and Communication Technologies (ICTs),270,2021
GA789,Agriculture and Environmental Management,GA,Galway-Mayo Institute of Technology,Agriculture,340,2021
GA790,Sport and Exercise Science,GA,Galway-Mayo Institute of Technology,Personal services,376,2021
GA791,Public Health Nutrition,GA,Galway-Mayo Institute of Technology,Biological and related sciences,368,2021
GA880,General Nursing,GA,Galway-Mayo Institute of Technology,Health,440,2021
GA882,Psychiatric Nursing,GA,Galway-Mayo Institute of Technology,Health,369,2021
GA885,Outdoor Education,GA,Galway-Mayo Institute of Technology,Personal services,269,2021
GA887,History and Geography,GA,Galway-Mayo Institute of Technology,Humanities (except languages),201,2021
GA889,Applied Social Care,GA,Galway-Mayo Institute of Technology,Welfare,265,2021
GA890,Early Childhood Education and Care,GA,Galway-Mayo Institute of Technology,Education,281,2021
GA891,Geography and Outdoor Education,GA,Galway-Mayo Institute of Technology,Environment,261,2021
GA980,Education (Design Graphics and Construction),GA,Galway-Mayo Institute of Technology,Education,410,2021
GA981,Furniture Design and Manufacture,GA,Galway-Mayo Institute of Technology,Arts,346,2021
GA982,Furniture Making and Architectural Woodworking,GA,Galway-Mayo Institute of Technology,Arts,360,2021
GA984,"Furniture Design, Making and Technology - Common Entry",GA,Galway-Mayo Institute of Technology,Arts,486,2021
GY101,Arts (Joint-Honours),GY,"National University of Ireland, Galway",Arts,327,2021
GY104,BSc (Psychology),GY,"National University of Ireland, Galway",Social and behavioural sciences,564,2021
GY105,Arts (History),GY,"National University of Ireland, Galway",Humanities (except languages),357,2021
GY109,Arts (Mathematics and Education),GY,"National University of Ireland, Galway",Education,413,2021
