Course Code,Course Title,HEI Code,HEI,ISCED,R1 Points,Year
LC241,Construction Management,LC,Limerick Institute of Technology,Architecture and construction,276,2019
LC242,Property Valuation and Management,LC,Limerick Institute of Technology,Architecture and construction,292,2019
LC243,Quantity Surveying,LC,Limerick Institute of Technology,Architecture and construction,281,2019
LC248,Built Environment (Common Entry),LC,Limerick Institute of Technology,Architecture and construction,307,2019
LC252,Civil Engineering Management,LC,Limerick Institute of Technology,Architecture and construction,281,2019
LC263,Clinical Technology,LC,Limerick Institute of Technology,Health,282,2019
LC265,Forensic and Pharmaceutical Sciences,LC,Limerick Institute of Technology,Physical sciences,335,2019
LC266,Drug and Medicinal Product Analysis,LC,Limerick Institute of Technology,Environment,236,2019
LC275,Electrical Engineering,LC,Limerick Institute of Technology,Engineering and engineering trades,288,2019
LC288,Mechanical Engineering,LC,Limerick Institute of Technology,Engineering and engineering trades,307,2019
LC289,Precision Engineering,LC,Limerick Institute of Technology,Engineering and engineering trades,280,2019
LC292,Social Care Work,LC,Limerick Institute of Technology,Welfare,360,2019
LC293,Business Studies with Travel and Tourism Management,LC,Limerick Institute of Technology,Personal services,299,2019
LC294,Business Studies with Event Management,LC,Limerick Institute of Technology,Personal services,271,2019
LC295,Business Studies with Sports Management,LC,Limerick Institute of Technology,Business and administration,263,2019
LC297,Community Development,LC,Limerick Institute of Technology,Social and behavioural sciences,217,2019
LC320,Business,LC,Limerick Institute of Technology,Business and administration,337,2019
LC330,Business with Computing,LC,Limerick Institute of Technology,Information and Communication Technologies (ICTs),298,2019
LC340,Interior Design,LC,Limerick Institute of Technology,Arts,298,2019
LC362,Biotechnology and Biopharmaceutical Sciences,LC,Limerick Institute of Technology,Biological and related sciences,379,2019
LC371,Creative Broadcast and Film Production,LC,Limerick Institute of Technology,Arts,298,2019
LC372,Music Technology and Production,LC,Limerick Institute of Technology,Arts,321,2019
LC374,Renewable and Electrical Energy Engineering,LC,Limerick Institute of Technology,Engineering and engineering trades,317,2019
LC375,Industrial Automation & Robotic Systems,LC,Limerick Institute of Technology,Engineering and engineering trades,321,2019
LC376,Electronic Engineering,LC,Limerick Institute of Technology,Engineering and engineering trades,308,2019
LC380,Automotive Engineering and Transport Management,LC,Limerick Institute of Technology,Transport services,282,2019
LC392,Beauty and Spa Management,LC,Limerick Institute of Technology,Personal services,217,2019
LC393,Early Childhood Education & Care,LC,Limerick Institute of Technology,Welfare,260,2019
LC401,Early Childhood Education & Care (Thurles),LC,Limerick Institute of Technology,Welfare,298,2019
LC402,Social Care Work (Thurles),LC,Limerick Institute of Technology,Welfare,209,2019
LC408,Environmental and Geographical Sciences (Thurles),LC,Limerick Institute of Technology,Environment,262,2019
LC411,Marketing and Management (Thurles),LC,Limerick Institute of Technology,,226,2019
LC418,Computing - Games Design and Development (Thurles),LC,Limerick Institute of Technology,Information and Communication Technologies (ICTs),271,2019
LC422,Sports Strength and Conditioning (Thurles),LC,Limerick Institute of Technology,Personal services,288,2019
LC434,Environmental Management in Agriculture (Thurles),LC,Limerick Institute of Technology,"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",278,2019
LC502,"Game Art and Design (Clonmel, portfolio)",LC,Limerick Institute of Technology,Information and Communication Technologies (ICTs),#838,2019
LC517,Creative Media and Design (Clonmel),LC,Limerick Institute of Technology,Information and Communication Technologies (ICTs),229,2019
LC518,"Digital Animation Production (Clonmel, portfolio)",LC,Limerick Institute of Technology,Information and Communication Technologies (ICTs),#816,2019
LC612,Social Care Work (Ennis),LC,Limerick Institute of Technology,Welfare,319,2019
LC613,Early Childhood Education & Care (Ennis),LC,Limerick Institute of Technology,Welfare,346,2019
LM002,Arts (offered in conjunction with Mary Immaculate College),LM,University of Limerick,Humanities (except languages),329,2019
LM020,Law and Accounting,LM,University of Limerick,Law,436,2019
LM026,Performing Arts (audition required),LM,University of Limerick,Arts,#307,2019
LM028,Criminal Justice,LM,University of Limerick,Law,387,2019
LM029,Law Plus,LM,University of Limerick,Law,473,2019
LM038,Psychology and Sociology,LM,University of Limerick,Social and behavioural sciences,478,2019
LM039,Journalism and New Media,LM,University of Limerick,Journalism and information,388,2019
LM040,European Studies,LM,University of Limerick,Humanities (except languages),350,2019
LM044,Applied Languages,LM,University of Limerick,Languages,404,2019
LM050,Business Studies,LM,University of Limerick,Business and administration,419,2019
LM056,International Business,LM,University of Limerick,Business and administration,511,2019
LM058,Financial Mathematics,LM,University of Limerick,Mathematics and statistics,434,2019
LM063,Technology Management,LM,University of Limerick,Information and Communication Technologies (ICTs),372,2019
LM068,Food Science and Health,LM,University of Limerick,Manufacturing and processing,400,2019
LM076,Product Design and Technology (portfolio required),LM,University of Limerick,Manufacturing and processing,#402,2019
LM077,Aeronautical Engineering,LM,University of Limerick,Engineering and engineering trades,469,2019
LM082,Construction Management and Engineering,LM,University of Limerick,Manufacturing and processing,368,2019
LM089,Sport and Exercise Sciences,LM,University of Limerick,Personal services,441,2019
LM090,Physical Education with concurrent Teacher Education,LM,University of Limerick,Education,498*,2019
LM092,Science with Teacher Ed (Biology with Physics/Chemistry/Ag Science),LM,University of Limerick,Education,478,2019
LM093,Equine Science,LM,University of Limerick,Biological and related sciences,338,2019
LM094,Materials and Architectural Technology with concurrent Teacher Education,LM,University of Limerick,Education,405,2019
LM095,Materials and Engineering Technology with concurrent Teacher Education,LM,University of Limerick,Education,358,2019
LM096,Science with Teacher Ed (Physical Sciences with Chemistry and Physics),LM,University of Limerick,Education,382,2019
LM099,Architecture (portfolio required),LM,University of Limerick,Architecture and construction,#419,2019
LM100,Physiotherapy,LM,University of Limerick,Health,565*,2019
LM101,Medicine  - Graduate Entry (GAMSAT required),LM,University of Limerick,Health,#55*,2019
LM102,Psychology,LM,University of Limerick,Social and behavioural sciences,495,2019
LM103,Paramedic Studies (B and C1 Drivers Licence),LM,University of Limerick,Health,#313,2019
LM115,Chemical and Biochemical Engineering,LM,University of Limerick,Physical sciences,456,2019
LM116,Engineering (Biomedical/Civil/Design and Manufacture/Mechanical),LM,University of Limerick,Engineering and engineering trades,434,2019
LM118,Electronic and Computer Engineering,LM,University of Limerick,Engineering and engineering trades,401,2019
LM121,Computer Science (Computer Systems/Games Dev/Mobile Comm Security),LM,University of Limerick,Information and Communication Technologies (ICTs),352,2019
LM122,Creative Media and Interaction Design (Digital Design/Music Media Tech),LM,University of Limerick,Information and Communication Technologies (ICTs),330,2019
LM123,Biological & Chemical Sciences (Biosci/Envir Sci/Ind Bio/IndPharma Chem),LM,University of Limerick,Biological and related sciences,412,2019
LM124,Mathematics (Math Science/Maths and Physics/Economics and Math Scienc,LM,University of Limerick,Mathematics and statistics,427,2019
LM125,Physics (Applied Physics/Mathematics and Physics),LM,University of Limerick,Physical sciences,405,2019
LM150,General Nursing,LM,University of Limerick,Health,440*,2019
LM152,Mental Health Nursing,LM,University of Limerick,Health,388,2019
LM154,Intellectual Disability Nursing,LM,University of Limerick,Health,381*,2019
LM156,Midwifery,LM,University of Limerick,Health,429,2019
MU001,Theology and Arts,MU,"Pontifical University, St Patrick's College",Interdisciplinary programmes and qualifications involving arts and humanities,290,2019
MU002,Theology,MU,"Pontifical University, St Patrick's College",Interdisciplinary programmes and qualifications involving arts and humanities,292,2019
MH001,Education - Primary Teaching (Froebel),MH,Maynooth University,Education,496*,2019
MH002,Education - Primary Teaching - Gaeltacht Applicants (Froebel),MH,Maynooth University,,#441*,2019
MH101,Arts,MH,Maynooth University,Humanities (except languages),316,2019
MH103,Music,MH,Maynooth University,Arts,#,2019
MH106,Psychology - 3 years,MH,Maynooth University,Social and behavioural sciences,495,2019
MH107,Social Science,MH,Maynooth University,Social and behavioural sciences,326,2019
MH109,Media Studies,MH,Maynooth University,Arts,317,2019
MH116,Community and Youth Work (Full-Time),MH,Maynooth University,Welfare,#,2019
MH201,Science,MH,Maynooth University,"Interdisciplinary programmes and qualifications involving natural sciences, Mathematics and statistics",350,2019
MH202,Biotechnology,MH,Maynooth University,Biological and related sciences,429,2019
MH204,Physics with Astrophysics,MH,Maynooth University,Physical sciences,420,2019
MH206,Theoretical Physics and Mathematics,MH,Maynooth University,Mathematics and statistics,498,2019
MH207,Data Science,MH,Maynooth University,Information and Communication Technologies (ICTs),434,2019
MH208,Biological and Biomedical Sciences,MH,Maynooth University,Biological and related sciences,451,2019
MH209,Psychology (through Science) - 4 years,MH,Maynooth University,Social and behavioural sciences,473,2019
MH210,Pharmaceutical and Biomedical Chemistry,MH,Maynooth University,Physical sciences,446,2019
MH212,Science/Computer Science/Mathematics (with Education) - options,MH,Maynooth University,"Interdisciplinary programmes and qualifications involving natural sciences, Mathematics and statistics",444,2019
MH304,Engineering (Computer/Electronic/Communications),MH,Maynooth University,Engineering and engineering trades,371,2019
MH305,Product Design,MH,Maynooth University,Engineering and engineering trades,358,2019
MH306,Robotics and Intelligent Devices,MH,Maynooth University,Engineering and engineering trades,361,2019
MH401,Finance (options),MH,Maynooth University,Business and administration,352,2019
MH402,Quantitative Finance,MH,Maynooth University,Business and administration,476,2019
MH403,Accounting and Finance,MH,Maynooth University,Business and administration,402,2019
MH404,Business (options),MH,Maynooth University,Business and administration,400,2019
MH405,Equine Business,MH,Maynooth University,Business and administration,357,2019
MH407,Business and Accounting,MH,Maynooth University,Business and administration,401,2019
MH411,Entrepreneurship,MH,Maynooth University,Business and administration,358,2019
MH501,LLB Law - four year Single Major Law programme,MH,Maynooth University,Law,451,2019
MH502,Law (options),MH,Maynooth University,Law,410,2019
MH601,Computer Science through Arts (options),MH,Maynooth University,Information and Communication Technologies (ICTs),342,2019
MH602,Computer Science through Science (options),MH,Maynooth University,Information and Communication Technologies (ICTs),357,2019
MH603,Computational Thinking,MH,Maynooth University,Information and Communication Technologies (ICTs),520,2019
MH801,Early Childhood - Teaching and Learning (part-time),MH,Maynooth University,Education,347,2019
MH802,"Community and Youth Work (part-time, in service",MH,Maynooth University,Welfare,#,2019
MH803,"Local Studies or Community Studies (part-time, evening)- Mature Students",MH,Maynooth University,Social and behavioural sciences,#,2019
AS001,"Education, Home Economics and Biology - with concurrent Teacher Ed",AS,St. Angela`s College,Education,456*,2019
AS002,"Education, Home Economics and Religious Ed - with concurrent Teacher Ed",AS,St. Angela`s College,Education,400*,2019
AS003,"Education, Home Economics and Irish - with concurrent Teacher Ed",AS,St. Angela`s College,Education,421,2019
AS051,"Nutrition, Food and Business Management",AS,St. Angela`s College,Business and administration,337,2019
AS054,Home Economics,AS,St. Angela`s College,Biological and related sciences,387,2019
AS110,General Nursing,AS,St. Angela`s College,Health,391*,2019
AS130,Intellectual Disability Nursing,AS,St. Angela`s College,Health,317,2019
SG141,Business,SG,"Institute of Technology, Sligo",Business and administration,252,2019
SG142,Business in International Marketing and Sales with French,SG,"Institute of Technology, Sligo",Business and administration,270,2019
SG144,Business in International Marketing and Sales with Spanish,SG,"Institute of Technology, Sligo",Business and administration,280,2019
SG146,Accounting,SG,"Institute of Technology, Sligo",Business and administration,307,2019
SG147,Sport with Business,SG,"Institute of Technology, Sligo",Personal services,269,2019
SG148,Tourism with Event Management,SG,"Institute of Technology, Sligo",Personal services,246,2019
SG149,Business in Finance and Investment,SG,"Institute of Technology, Sligo",,262,2019
SG241,Performing Arts,SG,"Institute of Technology, Sligo",Arts,279,2019
SG242,Early Childhood Care and Education,SG,"Institute of Technology, Sligo",Welfare,278,2019
SG243,Social Care Practice,SG,"Institute of Technology, Sligo",Welfare,297,2019
SG244,Fine Art,SG,"Institute of Technology, Sligo",Arts,#355,2019
SG245,Creative Design,SG,"Institute of Technology, Sligo",Arts,261,2019
SG246,Computing,SG,"Institute of Technology, Sligo",Information and Communication Technologies (ICTs),295,2019
SG247,English and Psychology,SG,"Institute of Technology, Sligo",Social and behavioural sciences,308,2019
SG248,Sociology and Politics,SG,"Institute of Technology, Sligo",Social and behavioural sciences,282,2019
SG249,Writing and Literature,SG,"Institute of Technology, Sligo",Languages,279,2019
SG250,Application Design and User Experience,SG,"Institute of Technology, Sligo",Information and Communication Technologies (ICTs),290,2019
SG251,Computing (Smart Technologies),SG,"Institute of Technology, Sligo",Information and Communication Technologies (ICTs),303,2019
SG252,Software Development,SG,"Institute of Technology, Sligo",Information and Communication Technologies (ICTs),300,2019
SG253,Computer Networks and Cloud Infrastructure,SG,"Institute of Technology, Sligo",Information and Communication Technologies (ICTs),273,2019
SG343,Quantity Surveying,SG,"Institute of Technology, Sligo",Architecture and construction,261,2019
SG346,Construction Project Management and Applied Technology,SG,"Institute of Technology, Sligo",Architecture and construction,289,2019
SG347,Architecture,SG,"Institute of Technology, Sligo",Architecture and construction,309,2019
SG441,Environmental Science,SG,"Institute of Technology, Sligo",,297,2019
SG442,Occupational Safety and Health,SG,"Institute of Technology, Sligo",Hygiene and occupational health services,289,2019
SG443,Human Nutrition,SG,"Institute of Technology, Sligo",Health,357,2019
SG444,Science (Undenominated),SG,"Institute of Technology, Sligo",Biological and related sciences,308,2019
SG445,Pharmaceutical Science with Drug Development,SG,"Institute of Technology, Sligo",Physical sciences,347,2019
SG446,Applied Archaeology,SG,"Institute of Technology, Sligo",,289,2019
SG447,Health Science and Physical Activity,SG,"Institute of Technology, Sligo",Health,316,2019
SG448,Forensic Investigation and Analysis,SG,"Institute of Technology, Sligo",Biological and related sciences,306,2019
SG449,Medical Biotechnology,SG,"Institute of Technology, Sligo",Health,329,2019
TL801,Animation Visual Effects and Motion Design,TL,"Institute of Technology, Tralee",Arts,281,2019
TL802,"TV, Radio and New Media",TL,"Institute of Technology, Tralee",Arts,306,2019
TL803,Music Technology,TL,"Institute of Technology, Tralee",,264,2019
TL810,Computing with Software Development,TL,"Institute of Technology, Tralee",Information and Communication Technologies (ICTs),309,2019
TL811,Computing with Games Development,TL,"Institute of Technology, Tralee",Information and Communication Technologies (ICTs),310,2019
TL812,Computing with Digital Media,TL,"Institute of Technology, Tralee",,369,2019
TL815,Computing (Degree Award options),TL,"Institute of Technology, Tralee",Information and Communication Technologies (ICTs),308,2019
TL823,Event Management (3 year programme),TL,"Institute of Technology, Tralee",Personal services,291,2019
TL831,Business Studies (Major Specialism in: Acctng or Mktg or Mgmnt),TL,"Institute of Technology, Tralee",Business and administration,307,2019
TL844,Agricultural Engineering,TL,"Institute of Technology, Tralee","Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",311,2019
TL845,Civil Engineering,TL,"Institute of Technology, Tralee",Architecture and construction,300,2019
TL848,Agricultural Science,TL,"Institute of Technology, Tralee","Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",331,2019
TL851,Wildlife Biology (Degree Award options),TL,"Institute of Technology, Tralee",Environment,310,2019
TL855,Pharmaceutical Science (Degree Award options),TL,"Institute of Technology, Tralee",Health,342,2019
TL858,Veterinary Bioscience,TL,"Institute of Technology, Tralee",Veterinary,326,2019
TL871,Health and Leisure (Degree Award options),TL,"Institute of Technology, Tralee",Personal services,303,2019
TL872,Health and Leisure with Massage,TL,"Institute of Technology, Tralee",Personal services,288,2019
TL873,Coaching and Sports Performance,TL,"Institute of Technology, Tralee",Personal services,282,2019
TL880,Early Childhood Care and Education,TL,"Institute of Technology, Tralee",Welfare,307,2019
TL881,Social Care,TL,"Institute of Technology, Tralee",Welfare,308,2019
TL889,Counselling with Addiction - Mature applicants only,TL,"Institute of Technology, Tralee",,#,2019
TL890,General Nursing and Mature Applicants,TL,"Institute of Technology, Tralee",Health,407,2019
TL891,Mental Health Nursing and Mature Applicants,TL,"Institute of Technology, Tralee",Health,367*,2019
WD001,Applied Computing (options),WD,Waterford Institute of Technology,Information and Communication Technologies (ICTs),279,2019
WD002,Science (options),WD,Waterford Institute of Technology,Physical sciences,302,2019
WD005,Health Sciences (options),WD,Waterford Institute of Technology,Health,288,2019
WD006,Exercise Sciences (options),WD,Waterford Institute of Technology,Personal services,282,2019
WD007,Engineering (options),WD,Waterford Institute of Technology,Engineering and engineering trades,287,2019
WD025,Construction Management and Engineering,WD,Waterford Institute of Technology,Architecture and construction,269,2019
WD027,Music,WD,Waterford Institute of Technology,Arts,#290,2019
WD048,Business (options),WD,Waterford Institute of Technology,Business and administration,278,2019
WD084,Accounting,WD,Waterford Institute of Technology,Business and administration,307,2019
WD091,Hospitality Management,WD,Waterford Institute of Technology,Personal services,210,2019
WD116,General Nursing,WD,Waterford Institute of Technology,Health,413,2019
WD117,Psychiatric Nursing,WD,Waterford Institute of Technology,Health,361,2019
WD120,Intellectual Disability Nursing,WD,Waterford Institute of Technology,Health,338,2019
WD134,International Business,WD,Waterford Institute of Technology,Business and administration,289,2019
WD137,Design (Visual Communications),WD,Waterford Institute of Technology,Arts,253,2019
WD140,Laws,WD,Waterford Institute of Technology,Law,290,2019
WD144,Architecture,WD,Waterford Institute of Technology,Architecture and construction,283,2019
WD147,Pharmaceutical Science,WD,Waterford Institute of Technology,Physical sciences,298,2019
WD148,Tourism Marketing,WD,Waterford Institute of Technology,,269,2019
WD149,Early Childhood Studies,WD,Waterford Institute of Technology,Welfare,288,2019
WD150,Criminal Justice Studies,WD,Waterford Institute of Technology,Law,271,2019
WD152,Visual Art,WD,Waterford Institute of Technology,Arts,253,2019
WD161,Computer Forensics and Security,WD,Waterford Institute of Technology,Information and Communication Technologies (ICTs),262,2019
WD162,Quantity Surveying,WD,Waterford Institute of Technology,Architecture and construction,260,2019
WD163,Psychology,WD,Waterford Institute of Technology,Social and behavioural sciences,390,2019
WD186,Sports Coaching and Performance,WD,Waterford Institute of Technology,Personal services,276,2019
WD187,Social Science,WD,Waterford Institute of Technology,Welfare,271,2019
WD191,Agricultural Science,WD,Waterford Institute of Technology,Agriculture,378,2019
WD192,Social Care Practice,WD,Waterford Institute of Technology,Welfare,279,2019
WD193,Marketing and Digital Media,WD,Waterford Institute of Technology,Business and administration,290,2019
WD194,Culinary Arts,WD,Waterford Institute of Technology,Personal services,235,2019
WD195,Architectural and Building Information Modelling Technology,WD,Waterford Institute of Technology,Architecture and construction,266,2019
WD200,Arts (options),WD,Waterford Institute of Technology,Arts,221,2019
WD210,Software Systems Development,WD,Waterford Institute of Technology,Information and Communication Technologies (ICTs),271,2019
WD211,Creative Computing,WD,Waterford Institute of Technology,Information and Communication Technologies (ICTs),275,2019
WD212,Recreation and Sport Management,WD,Waterford Institute of Technology,Personal services,274,2019
WD230,Mechanical and Manufacturing Engineering,WD,Waterford Institute of Technology,Engineering and engineering trades,273,2019
